Season,Player,PlayerID,TeamID,Position,GP,G,A,PTS,SOG,S%,HIT,BLK,TOI,SAtt,PIM,EVG,PPG,SHG,EVA,PPA,SHA,G_GP,A_GP,PTS_GP,SOG_GP,HIT_GP,BLK_GP,TOI_GP,SAtt_GP,PIM_GP
2024-25,Michael Bunting,buntimi01,PIT,F,22,4,3,7,41,0.097560976,35,5,315.75,279,16,2,2,0,3,0,0,0.181818182,0.136363636,0.318181818,1.863636364,1.590909091,0.227272727,14.35227273,12.68181818,0.727272727
2024-25,Kris Letang,letankr01,PIT,D,20,2,4,6,51,0.039215686,36,21,462.05,308,12,1,1,0,2,2,0,0.1,0.2,0.3,2.55,1.8,1.05,23.1025,15.4,0.6
2024-25,Matt Grzelcyk,grzelma01,PIT,D,23,0,8,8,27,0,14,35,459.1833333,322,6,0,0,0,5,3,0,0,0.347826087,0.347826087,1.173913043,0.608695652,1.52173913,19.96449275,14,0.260869565
2024-25,Lars Eller,ellerla01,WSH,F,22,4,4,8,33,0.121212121,18,9,337.05,196,10,4,0,0,4,0,0,0.181818182,0.181818182,0.363636364,1.5,0.818181818,0.409090909,15.32045455,8.909090909,0.454545455
2024-25,Rickard Rakell,rakelri01,PIT,F,23,7,5,12,55,0.127272727,39,22,424.6666667,438,0,6,1,0,3,2,0,0.304347826,0.217391304,0.52173913,2.391304348,1.695652174,0.956521739,18.46376812,19.04347826,0
2024-25,Jesse Puljujarvi,puljuje01,PIT,F,20,3,5,8,34,0.088235294,28,5,232.65,205,8,3,0,0,4,1,0,0.15,0.25,0.4,1.7,1.4,0.25,11.6325,10.25,0.4
2024-25,Erik Karlsson,karlser01,PIT,D,23,2,10,12,57,0.035087719,8,24,522.5166667,464,4,1,1,0,7,3,0,0.086956522,0.434782609,0.52173913,2.47826087,0.347826087,1.043478261,22.71811594,20.17391304,0.173913043
2024-25,Jack St. Ivany,stivajo01,PIT,D,17,0,1,1,11,0,32,26,281.8833333,136,13,0,0,0,1,0,0,0,0.058823529,0.058823529,0.647058824,1.882352941,1.529411765,16.58137255,8,0.764705882
2024-25,Cody Glass,glassco01,PIT,F,14,0,4,4,17,0,10,5,165.15,105,2,0,0,0,4,0,0,0,0.285714286,0.285714286,1.214285714,0.714285714,0.357142857,11.79642857,7.5,0.142857143
2024-25,Ryan Graves,gravery01,PIT,D,20,0,0,0,18,0,27,28,306.25,175,9,0,0,0,0,0,0,0,0,0,0.9,1.35,1.4,15.3125,8.75,0.45
2024-25,Noel Acciari,acciano01,PIT,F,23,2,3,5,30,0.066666667,56,32,324.9666667,169,8,2,0,0,3,0,0,0.086956522,0.130434783,0.217391304,1.304347826,2.434782609,1.391304348,14.12898551,7.347826087,0.347826087
2024-25,Kevin Hayes,hayeske01,PIT,F,15,3,1,4,15,0.2,12,1,143.7666667,86,2,2,1,0,1,0,0,0.2,0.066666667,0.266666667,1,0.8,0.066666667,9.584444444,5.733333333,0.133333333
2024-25,Evgeni Malkin,malkiev01,PIT,F,23,5,15,20,50,0.1,13,19,441.5166667,386,12,4,1,0,11,4,0,0.217391304,0.652173913,0.869565217,2.173913043,0.565217391,0.826086957,19.19637681,16.7826087,0.52173913
2024-25,Rutger McGroarty,mcgroru01,PIT,F,3,0,0,0,2,0,4,0,34.85,3,0,0,0,0,0,0,0,0,0,0,0.666666667,1.333333333,0,11.61666667,1,0
2024-25,Anthony Mantha,manthan01,CGY,F,13,4,3,7,15,0.266666667,15,8,180.7333333,120,11,2,1,1,3,0,0,0.307692308,0.230769231,0.538461538,1.153846154,1.153846154,0.615384615,13.9025641,9.230769231,0.846153846
2024-25,Martin Pospisil,pospima01,CGY,F,21,2,5,7,31,0.064516129,54,9,268.75,232,21,1,1,0,4,1,0,0.095238095,0.238095238,0.333333333,1.476190476,2.571428571,0.428571429,12.79761905,11.04761905,1
2024-25,Rasmus Andersson,anderra01,CGY,D,21,5,8,13,38,0.131578947,11,68,523.25,442,10,4,1,0,7,1,0,0.238095238,0.380952381,0.619047619,1.80952381,0.523809524,3.238095238,24.91666667,21.04761905,0.476190476
2024-25,Jonathan Huberdeau,huberjo01,CGY,F,21,6,5,11,34,0.176470588,16,19,377.7166667,325,12,6,0,0,5,0,0,0.285714286,0.238095238,0.523809524,1.619047619,0.761904762,0.904761905,17.98650794,15.47619048,0.571428571
2024-25,Connor Zary,zaryco01,CGY,F,21,4,6,10,44,0.090909091,9,13,369.75,338,4,4,0,0,4,2,0,0.19047619,0.285714286,0.476190476,2.095238095,0.428571429,0.619047619,17.60714286,16.0952381,0.19047619
2024-25,Adam Klapka,klapkad01,CGY,F,5,0,0,0,6,0,17,5,42.25,22,8,0,0,0,0,0,0,0,0,0,1.2,3.4,1,8.45,4.4,1.6
2024-25,Mikael Backlund,backlmi01,CGY,F,21,4,5,9,56,0.071428571,14,11,413.05,339,10,4,0,0,3,2,0,0.19047619,0.238095238,0.428571429,2.666666667,0.666666667,0.523809524,19.66904762,16.14285714,0.476190476
2024-25,Ryan Lomberg,lombery01,CGY,F,21,0,2,2,13,0,46,6,194.8166667,142,13,0,0,0,2,0,0,0,0.095238095,0.095238095,0.619047619,2.19047619,0.285714286,9.276984127,6.761904762,0.619047619
2024-25,Mackenzie Weegar,weegama01,CGY,D,21,3,9,12,57,0.052631579,54,53,493.8666667,439,8,2,1,0,6,3,0,0.142857143,0.428571429,0.571428571,2.714285714,2.571428571,2.523809524,23.51746032,20.9047619,0.380952381
2024-25,Nazem Kadri,kadrina01,CGY,F,21,5,6,11,66,0.075757576,12,11,389.8,384,20,5,0,0,3,3,0,0.238095238,0.285714286,0.523809524,3.142857143,0.571428571,0.523809524,18.56190476,18.28571429,0.952380952
2024-25,Kevin Bahl,bahlke01,CGY,D,21,0,6,6,22,0,29,33,456.2833333,327,4,0,0,0,6,0,0,0,0.285714286,0.285714286,1.047619048,1.380952381,1.571428571,21.72777778,15.57142857,0.19047619
2024-25,Andrei Kuzmenko,kuzmean01,CGY,F,21,1,8,9,26,0.038461538,3,4,326.6333333,304,6,1,0,0,8,0,0,0.047619048,0.380952381,0.428571429,1.238095238,0.142857143,0.19047619,15.55396825,14.47619048,0.285714286
2024-25,Blake Coleman,colembl01,CGY,F,21,4,5,9,53,0.075471698,39,18,360.0333333,293,8,3,1,0,5,0,0,0.19047619,0.238095238,0.428571429,2.523809524,1.857142857,0.857142857,17.14444444,13.95238095,0.380952381
2024-25,Brayden Pachal,pachabr01,CGY,D,21,0,1,1,18,0,51,26,296.3333333,210,17,0,0,0,1,0,0,0,0.047619048,0.047619048,0.857142857,2.428571429,1.238095238,14.11111111,10,0.80952381
2024-25,Daniil Miromanov,miromda01,CGY,D,19,1,3,4,23,0.043478261,9,28,359.0833333,308,6,1,0,0,3,0,0,0.052631579,0.157894737,0.210526316,1.210526316,0.473684211,1.473684211,18.89912281,16.21052632,0.315789474
2024-25,Samuel Honzek,honzesa01,CGY,F,5,0,0,0,6,0,6,2,61.96666667,11,2,0,0,0,0,0,0,0,0,0,1.2,1.2,0.4,12.39333333,2.2,0.4
2024-25,Jake Bean,beanja01,CGY,D,11,1,2,3,10,0.1,2,10,163.45,90,0,1,0,0,2,0,0,0.090909091,0.181818182,0.272727273,0.909090909,0.181818182,0.909090909,14.85909091,8.181818182,0
2024-25,Kevin Rooney,rooneke01,CGY,F,13,2,0,2,12,0.166666667,22,4,122.8166667,107,6,2,0,0,0,0,0,0.153846154,0,0.153846154,0.923076923,1.692307692,0.307692308,9.447435897,8.230769231,0.461538462
2024-25,J.T. Miller,millejt01,VAN,F,17,6,10,16,34,0.176470588,30,4,312.8166667,247,9,5,1,0,6,4,0,0.352941176,0.588235294,0.941176471,2,1.764705882,0.235294118,18.40098039,14.52941176,0.529411765
2024-25,Brock Boeser,boesebr01,VAN,F,12,6,5,11,26,0.230769231,12,4,205.5166667,149,6,3,3,0,4,1,0,0.5,0.416666667,0.916666667,2.166666667,1,0.333333333,17.12638889,12.41666667,0.5
2024-25,Conor Garland,garlaco01,VAN,F,19,5,10,15,40,0.125,10,10,364.4333333,292,11,3,2,0,7,3,0,0.263157895,0.526315789,0.789473684,2.105263158,0.526315789,0.526315789,19.18070175,15.36842105,0.578947368
2024-25,Vincent Desharnais,deshavi01,VAN,D,11,0,1,1,7,0,15,11,163.8166667,97,9,0,0,0,1,0,0,0,0.090909091,0.090909091,0.636363636,1.363636364,1,14.89242424,8.818181818,0.818181818
